date,open,high,low,close,volume
2024-06-10,43700,43800,42950,43100,913040
2024-06-11,43350,43850,43000,43150,707905
2024-06-12,43150,43600,42750,43050,1047526
2024-06-13,43350,44100,43150,43650,2477617
2024-06-14,43250,44200,43050,43900,1154685
2024-06-17,43500,43750,42150,42400,1321022
2024-06-18,42500,43000,42200,42300,871491
2024-06-19,42500,42800,41800,42800,1430015
2024-06-20,42550,42800,42200,42400,783732
2024-06-21,42450,43150,42400,43150,2111727
2024-06-24,42800,42950,42050,42050,891039
2024-06-25,42250,42300,41000,41000,1607274
2024-06-26,40650,42100,40500,41600,1244850
2024-06-27,41100,41300,40400,40400,1203554
2024-06-28,40650,41250,40350,40650,936191
2024-07-01,40300,41150,40250,41000,714241
2024-07-02,40600,40800,39950,40000,1130668
2024-07-03,40100,41000,40000,40100,1173859
2024-07-04,40100,40650,40000,40300,861325
2024-07-05,40300,41800,40100,41500,1530900
2024-07-08,41500,43100,41200,42400,1595728
2024-07-09,42350,43150,42000,42450,1123272
2024-07-10,42000,42900,41600,42750,1285909
2024-07-11,43150,43250,42100,42350,1381961
2024-07-12,42350,44000,41950,42250,1870201
2024-07-15,42550,42900,41900,41900,1108465
2024-07-16,41950,42150,40800,40900,1196676
2024-07-17,40950,41450,40550,41200,1538706
2024-07-18,40800,41150,40300,41150,936043
2024-07-19,40900,42100,40650,41350,1145416
2024-07-22,41350,41600,40850,41050,880598
2024-07-23,40500,41450,38700,38850,4258210
2024-07-24,38500,40650,38100,39550,2560151
2024-07-25,39350,40700,39050,40550,1532071
2024-07-26,40550,40600,39800,39800,950430
2024-07-29,39850,40150,39500,39950,655444
2024-07-30,39600,40150,38950,39050,1029339
2024-07-31,39250,39400,38750,39200,1137172
2024-08-01,39350,40150,39300,39800,877795
2024-08-02,39500,40150,39250,39550,1041566
2024-08-05,39550,39600,35350,36300,2685140
2024-08-06,36750,39000,36750,38000,1744154
2024-08-07,37300,38750,37300,38300,1361364
2024-08-08,38950,39100,37500,38450,1878038
2024-08-09,38900,39100,36600,37000,3189269
2024-08-12,37100,37700,36800,37100,1342896
2024-08-13,36950,37100,36200,36400,1205169
2024-08-14,36650,36900,36300,36800,1074501
2024-08-16,37300,37350,36550,36550,1170171
2024-08-19,36650,37400,36350,36650,1211287
2024-08-20,36900,37000,36400,36500,950218
2024-08-21,36500,36800,36400,36600,669506
2024-08-22,36900,37700,36750,37550,1653724
2024-08-23,37450,37800,37100,37450,872362
2024-08-26,37550,38900,37150,38700,1753855
2024-08-27,38650,38900,38000,38000,1148870
2024-08-28,38000,38150,37000,37150,1183525
2024-08-29,37000,37400,36750,37000,820801
2024-08-30,37250,37750,37150,37200,1353912
2024-09-02,37350,37350,36750,36900,734047
2024-09-03,36900,37400,36200,36200,1238880
2024-09-04,35400,35500,33950,34150,3028343
2024-09-05,34250,35150,34250,34450,1313025
2024-09-06,34450,34700,33850,34000,1105965
2024-09-09,33050,34100,32900,34000,962302
2024-09-10,34250,34500,33800,34050,1017498
2024-09-11,34100,35100,34100,34450,975995
2024-09-12,34800,35400,34400,35350,2063865
2024-09-13,35400,35800,35250,35600,712365
2024-09-19,36400,36450,34900,35300,973775
2024-09-20,35650,36300,34900,34900,1194728
2024-09-23,35000,35600,34800,35500,788030
2024-09-24,35500,36100,35200,36100,864475
2024-09-25,36450,36700,35800,35850,957615
2024-09-26,35950,36750,35900,36750,956351
2024-09-27,36750,36900,36250,36650,764657
2024-09-30,37050,37550,36150,36150,1575319
2024-10-02,35700,36550,35500,36000,1085080
2024-10-04,36000,37050,35950,36700,1058670
2024-10-07,36700,37100,36150,36750,1092340
2024-10-08,36550,37100,36350,37000,1017162
2024-10-10,37100,37550,36900,37350,1900499
2024-10-11,37350,37500,36900,37400,866028
2024-10-14,37400,37500,36250,36500,1085483
2024-10-15,36550,37650,36550,37650,1486111
2024-10-16,37250,37800,37100,37600,1084146
2024-10-17,37550,37800,37300,37350,774171
2024-10-18,37400,38700,37400,38500,1975410
2024-10-21,38750,39800,38600,39400,1774111
2024-10-22,39300,39350,37300,37350,1787402
2024-10-23,37750,38000,37050,37700,811188
2024-10-24,37500,37650,37050,37450,637040
2024-10-25,37450,37700,36100,36500,852346
2024-10-28,36450,37450,36250,37450,686130
2024-10-29,37250,37800,37050,37350,450611
2024-10-30,37350,38050,37150,37350,847115
2024-10-31,37150,37700,36450,36950,1258900
2024-11-01,36550,36800,36150,36150,689940
2024-11-04,36250,37450,36250,37350,873319
2024-11-05,36950,37950,36800,37750,740056
2024-11-06,37750,37750,36250,36550,981949
2024-11-07,36550,36900,36100,36550,745736
2024-11-08,36950,37250,34800,35000,2225394
2024-11-11,35050,35100,33700,33700,1507751
2024-11-12,33400,34300,33200,33250,1444893
2024-11-13,33000,33500,32850,33400,1190150
2024-11-14,33400,34350,32550,32800,1837035
2024-11-15,33100,34550,32950,34050,1328815
2024-11-18,33800,35200,33800,35100,1298626
2024-11-19,34800,36250,34800,36250,1485633
2024-11-20,35950,36000,35250,35500,1012884
2024-11-21,34850,35850,34850,35150,1106598
2024-11-22,35200,36450,35150,36050,1095476
2024-11-25,36400,36450,35850,36150,1189187
2024-11-26,35850,37100,35850,37000,1228125
2024-11-27,37100,38400,37000,38350,2268347
2024-11-28,38500,38700,37750,38200,1210453
2024-11-29,38150,40900,38000,40100,5364138
2024-12-02,40550,42500,40150,42150,5583827
2024-12-03,42450,43000,42050,42950,3152958
2024-12-04,42200,47100,41600,46600,13795722
2024-12-05,45700,46150,43600,44100,5207632
2024-12-06,44400,45650,42850,44500,6696783
2024-12-09,43050,45100,42050,42300,4184554
2024-12-10,43000,44000,42950,43850,2629946
2024-12-11,44250,45300,43900,44600,2218036
2024-12-12,45000,45250,42500,43700,3811891
2024-12-13,43700,46450,43400,45900,4615083
2024-12-16,47000,47050,43550,43950,4206177
2024-12-17,43650,44250,42700,42850,2019873
2024-12-18,43000,43750,42800,43400,1516552
2024-12-19,42050,42700,40850,41200,2407758
2024-12-20,40800,41500,40350,40800,1973168
2024-12-23,41000,41000,39200,39700,2132239
2024-12-24,39750,40150,39500,39500,1110417
2024-12-26,39650,39850,38400,38550,1921654
2024-12-27,38550,39400,38350,38850,1236769
2024-12-30,38800,39150,38100,38200,1110508
2025-01-02,38500,38600,37000,37450,1391090
2025-01-03,37450,39250,37450,38050,1971546
2025-01-06,37800,39250,37800,39150,1459048
2025-01-07,39400,39900,38550,38650,1438838
2025-01-08,38300,39000,37200,37400,2887696
2025-01-09,37450,37850,37200,37200,2219066
2025-01-10,37200,37400,36400,36550,2240282
2025-01-13,36200,36900,36200,36500,1170255
2025-01-14,36650,36950,36350,36850,1087274
2025-01-15,36950,38150,36500,37000,2186274
2025-01-16,37400,37850,36700,36900,1271977
2025-01-17,36950,36950,36400,36400,1135029
2025-01-20,36400,36700,35800,36450,1356111
2025-01-21,36450,37000,36150,36450,1166887
2025-01-22,36800,37050,36150,36300,1154547
2025-01-23,36450,36500,35750,35750,1220022
2025-01-24,35900,36350,35700,35750,1076274
2025-01-31,36100,39000,36100,38350,6846406
2025-02-03,38350,42450,37750,41800,14720792
2025-02-04,42600,43150,40200,40900,12331280
2025-02-05,41300,43550,41000,43200,10732661
2025-02-06,44000,45500,43500,45300,9121099
2025-02-07,45200,45250,43550,44500,5102434
2025-02-10,44500,46000,42300,42500,6162748
2025-02-11,43200,43450,42250,42850,3387582
2025-02-12,42750,42750,41400,42000,2941517
2025-02-13,42350,43100,39700,40200,8123275
2025-02-14,40550,40600,38400,38750,6091721
2025-02-17,39100,39350,38800,39050,3131805
2025-02-18,38950,39350,38600,38950,2601628
2025-02-19,39150,39650,38850,39300,2977884
2025-02-20,39600,40750,39550,39750,4599415
2025-02-21,40000,40250,39600,39900,2460853
2025-02-24,39650,40000,39200,39550,1834667
2025-02-25,39200,39800,39100,39750,1505555
2025-02-26,40150,42400,40050,42100,7598359
2025-02-27,42900,44450,42800,44450,10185706
2025-02-28,43700,44700,42650,43150,6591090
2025-03-04,43000,43450,41350,41900,3387888
2025-03-05,42550,43500,42450,43100,2525062
2025-03-06,43500,45400,42550,45100,6180767
2025-03-07,44450,44825,43450,43750,3099161
2025-03-10,43500,45950,43150,45400,4010592
2025-03-11,43900,44700,43550,44100,2486551
2025-03-12,44250,44650,43450,44100,1976354
2025-03-13,44150,44750,42350,43150,3269454
2025-03-14,43100,44050,43100,43450,1733603
2025-03-17,43500,43850,42300,43500,1693348
2025-03-18,43700,45050,43500,44000,2475410
2025-03-19,44000,44375,43100,43300,1642570
2025-03-20,43500,43950,42650,42650,1761461
2025-03-21,42650,43600,41900,43600,1900729
2025-03-24,43350,43500,41550,41900,1792693
2025-03-25,42100,42400,41750,42200,827099
2025-03-26,42350,43050,41400,42900,1180900
2025-03-27,42300,42350,41200,41600,1360153
2025-03-28,41600,41650,40500,41150,728635
2025-03-31,40250,40700,39100,39100,1711143
2025-04-01,39600,42450,39600,42200,2570592
2025-04-02,42300,42350,40700,40900,1549771
2025-04-03,40000,42900,40000,42850,2508882
2025-04-04,42600,44750,40950,41850,4844975
2025-04-07,40450,41750,39500,40650,2124791
2025-04-08,41450,41500,39000,39050,2588453
2025-04-09,38250,39650,36950,37150,1861781
2025-04-10,39100,40000,38200,40000,1977485
2025-04-11,38750,39050,38200,39000,1364871
2025-04-14,39150,39750,38950,39000,962491
2025-04-15,39150,39350,38750,38850,1049886
2025-04-16,38900,38950,37600,37750,1386130
2025-04-17,37800,38400,37800,38200,845939
2025-04-18,38300,39150,38100,39000,841087
2025-04-21,39250,39350,38750,38900,464726
2025-04-22,38550,40150,38425,39200,1247375
2025-04-23,39650,39700,39150,39400,687852
2025-04-24,39650,39775,39250,39450,497262
2025-04-25,37850,38400,37150,37950,16562277
2025-04-28,38500,38600,37950,38050,1779369
2025-04-29,38200,38700,38100,38450,1787062
2025-04-30,38300,38750,37750,38250,1857478
2025-05-02,38150,38650,37950,38050,1350989
2025-05-07,38350,38550,37800,38350,1891623
2025-05-08,38200,38250,36900,37000,4639380
2025-05-09,37150,37200,36850,36950,1076784
2025-05-12,37100,38100,37050,38100,1737798
2025-05-13,38150,38300,37400,37550,1270052
2025-05-14,37700,38200,37300,37950,1623377
2025-05-15,37750,37850,37250,37650,1346122
2025-05-16,37650,37800,37300,37400,912660
2025-05-19,37150,37200,36350,36450,1389926
2025-05-20,36600,36850,36300,36550,1680015
2025-05-21,36700,37950,36700,37450,1327371
2025-05-22,37250,37650,36950,37250,884129
2025-05-23,37250,37650,37000,37400,1081143
2025-05-26,37400,39000,37100,39000,2676578
2025-05-27,38700,41000,38550,40950,3448700
2025-05-28,40950,42200,40250,41700,2787745
2025-05-29,41550,44250,41550,44000,4644875
2025-05-30,43650,43850,42650,42700,3539065
2025-06-02,43200,43700,42400,43150,2075682
2025-06-04,44100,44450,41050,41600,3838475
2025-06-05,42000,44900,41850,44300,5070135
2025-06-09,45950,51500,45700,51400,12784767
2025-06-10,53300,53300,49000,50000,8896042
2025-06-11,49100,52000,49100,51400,5300436
2025-06-12,50800,51800,50300,50500,4071665
2025-06-13,53700,53700,50700,51500,5408390
2025-06-16,51300,53300,50800,53200,4949701
2025-06-17,53800,54000,51200,51800,3981660
2025-06-18,51600,55400,51600,55200,8380598
